,Name,Type,Languages,Domains,License,Description
60,ArXivHierarchicalClusteringS2S,Clustering,{'eng'},"['Academic', 'Written']",CC0,"Clustering of titles from arxiv. Clustering of 30 sets, either on the main or secondary category"
61,BigPatentClustering.v2,Clustering,{'eng'},"['Legal', 'Written']",cc-by-4.0,"Clustering of documents from the Big Patent dataset. Test set only includes documentsbelonging to a single category, with a total of 9 categories."
62,BiorxivClusteringP2P.v2,Clustering,{'eng'},"['Academic', 'Written']",https://www.biorxiv.org/content/about-biorxiv,Clustering of titles+abstract from biorxiv across 26 categories.
63,MedrxivClusteringP2P.v2,Clustering,{'eng'},"['Academic', 'Medical', 'Written']",https://www.medrxiv.org/content/about-medrxiv,Clustering of titles+abstract from medrxiv across 51 categories.
64,StackExchangeClustering.v2,Clustering,{'eng'},"['Web', 'Written']",Not specified,"Clustering of titles from 121 stackexchanges. Clustering of 25 sets, each with 10-50 classes, and each class with 100 - 1000 sentences."
65,AlloProfClusteringS2S.v2,Clustering,{'fra'},"['Encyclopaedic', 'Written']",mit,Clustering of document titles from Allo Prof dataset. Clustering of 10 sets on the document topic.
66,HALClusteringS2S.v2,Clustering,{'fra'},"['Academic', 'Written']",Apache-2.0,Clustering of titles from HAL (https://huggingface.co/datasets/lyon-nlp/clustering-hal-s2s)
67,SIB200ClusteringS2S,Clustering,"{'kin', 'ita', 'zul', 'sin', 'kbp', 'khk', 'ast', 'ell', 'shn', 'slk', 'lim', 'uig', 'hne', 'bho', 'tzm', 'scn', 'mal', 'mlt', 'fon', 'swh', 'hat', 'ajp', 'azj', 'tur', 'bel', 'uzn', 'azb', 'nld', 'tso', 'szl', 'vie', 'hau', 'tgk', 'bos', 'kaz', 'epo', 'tgl', 'pag', 'srd', 'isl', 'kmb', 'grn', 'ilo', 'ace', 'bod', 'aka', 'tel', 'mar', 'nob', 'quy', 'eng', 'ban', 'wol', 'mkd', 'ssw', 'san', 'kea', 'prs', 'pes', 'ary', 'zho', 'hun', 'rus', 'dan', 'jav', 'umb', 'xho', 'plt', 'luo', 'gaz', 'bem', 'kab', 'fra', 'smo', 'tpi', 'ewe', 'sna', 'mag', 'crh', 'hye', 'gla', 'bug', 'amh', 'kan', 'gle', 'bul', 'ory', 'srp', 'bam', 'bjn', 'kor', 'tum', 'nus', 'lug', 'ydd', 'est', 'twi', 'afr', 'kas', 'pbt', 'fij', 'fuv', 'dik', 'min', 'sat', 'glg', 'yue', 'apc', 'lua', 'ayr', 'tir', 'arz', 'kir', 'fao', 'ind', 'fur', 'ibo', 'kmr', 'pap', 'arb', 'asm', 'lmo', 'ron', 'tsn', 'vec', 'zsm', 'awa', 'tam', 'mri', 'snd', 'sot', 'slv', 'cjk', 'nno', 'dyu', 'guj', 'lvs', 'por', 'hin', 'khm', 'cat', 'kik', 'eus', 'npi', 'aeb', 'nso', 'kat', 'urd', 'tuk', 'ukr', 'taq', 'mni', 'pol', 'run', 'kam', 'cym', 'ceb', 'lit', 'mya', 'knc', 'kon', 'lij', 'spa', 'lin', 'heb', 'oci', 'ars', 'tat', 'sag', 'mos', 'acm', 'ltg', 'acq', 'als', 'pan', 'lus', 'fin', 'bak', 'deu', 'nya', 'swe', 'ces', 'som', 'jpn', 'ltz', 'ben', 'hrv', 'mai', 'kac', 'yor', 'tha', 'ckb', 'dzo', 'nqo', 'war', 'lao', 'sun'}","['News', 'Written']",cc-by-sa-4.0,"SIB-200 is the largest publicly available topic classification
        dataset based on Flores-200 covering 205 languages and dialects annotated. The dataset is
        annotated in English for the topics,  science/technology, travel, politics, sports,
        health, entertainment, and geography. The labels are then transferred to the other languages
        in Flores-200 which are machine-translated.
        "
68,WikiClusteringP2P.v2,Clustering,"{'sqi', 'wln', 'mlt', 'ilo', 'lav', 'min', 'cat', 'ces', 'dan', 'eus', 'bos', 'glv', 'sco', 'kur'}","['Encyclopaedic', 'Written']",cc-by-sa-3.0,"Clustering of wikipedia articles inspired by BlubrbsClusteringP2P. Labels are taken from top-level categories of the respective languages (e.g., https://lv.wikipedia.org/wiki/Kategorija:Pamatkategorijas)."
69,SNLHierarchicalClusteringP2P,Clustering,{'nob'},"['Encyclopaedic', 'Non-fiction', 'Written']",CC-BY-NC,Webscrabed articles from the Norwegian lexicon 'Det Store Norske Leksikon'. Uses articles categories as clusters.
70,PlscClusteringP2P.v2,Clustering,{'pol'},"['Academic', 'Written']",cc0-1.0,"Clustering of Polish article titles+abstracts from Library of Science (https://bibliotekanauki.pl/), either on the scientific field or discipline."
71,SwednClusteringP2P,Clustering,{'swe'},"['News', 'Non-fiction', 'Written']",cc-by-4.0,"The SWE-DN corpus is based on 1,963,576 news articles from the Swedish newspaper Dagens Nyheter (DN) during the years 2000--2020. The articles are filtered to resemble the CNN/DailyMail dataset both regarding textual structure. This dataset uses the category labels as clusters."
72,CLSClusteringP2P.v2,Clustering,{'cmn'},"['Academic', 'Written']",Apache-2.0,Clustering of titles + abstract from CLS dataset. Clustering of 13 sets on the main category.
73,StackOverflowQA,Retrieval,{'eng'},"['Programming', 'Written']",MIT,The dataset is a collection of natural language queries and their corresponding response which may include some text mixed with code snippets. The task is to retrieve the most relevant response for a given query.
74,TwitterHjerneRetrieval,Retrieval,{'dan'},"['Social', 'Written']",CC BY 4.0,Danish question asked on Twitter with the Hashtag #Twitterhjerne ('Twitter brain') and their corresponding answer.
75,AILAStatutes,Retrieval,{'eng'},"['Legal', 'Written']",CC BY 4.0,This dataset is structured for the task of identifying the most relevant statutes for a given situation.
76,ArguAna,Retrieval,{'eng'},"['Medical', 'Written']",cc-by-sa-4.0,NFCorpus: A Full-Text Learning to Rank Dataset for Medical Information Retrieval
77,HagridRetrieval,Retrieval,{'eng'},"['Encyclopaedic', 'Written']",apache-2.0,HAGRID (Human-in-the-loop Attributable Generative Retrieval for Information-seeking Dataset)is a dataset for generative information-seeking scenarios. It consists of queriesalong with a set of manually labelled relevant passages
78,LegalBenchCorporateLobbying,Retrieval,{'eng'},"['Legal', 'Written']",CC BY 4.0,The dataset includes bill titles and bill summaries related to corporate lobbying.
79,LEMBPasskeyRetrieval,Retrieval,{'eng'},"['Fiction', 'Written']",Not specified,passkey subset of dwzhu/LongEmbed dataset.
80,SCIDOCS,Retrieval,{'eng'},"['Academic', 'Written', 'Non-fiction']",cc-by-sa-4.0,"SciDocs, a new evaluation benchmark consisting of seven document-level tasks ranging from citation prediction, to document classification and recommendation."
81,SpartQA,Retrieval,{'eng'},"['Encyclopaedic', 'Written']",MIT,Measuring the ability to retrieve the groundtruth answers to reasoning task queries on SpartQA.
82,TempReasonL1,Retrieval,{'eng'},"['Encyclopaedic', 'Written']",CC BY-SA 3.0,Measuring the ability to retrieve the groundtruth answers to reasoning task queries on TempReason l1.
83,TRECCOVID,Retrieval,{'eng'},,,TRECCOVID is an ad-hoc search challenge based on the COVID-19 dataset containing scientific articles related to the COVID-19 pandemic.
84,WinoGrande,Retrieval,{'eng'},"['Encyclopaedic', 'Written']",CC BY,Measuring the ability to retrieve the groundtruth answers to reasoning task queries on winogrande.
85,BelebeleRetrieval,Retrieval,"{'kin', 'ita', 'zul', 'sin', 'khk', 'ell', 'shn', 'slk', 'mal', 'mlt', 'swh', 'hat', 'azj', 'tur', 'uzn', 'nld', 'tso', 'vie', 'hau', 'tgk', 'kaz', 'tgl', 'isl', 'grn', 'ilo', 'bod', 'tel', 'mar', 'nob', 'eng', 'wol', 'mkd', 'ssw', 'kea', 'pes', 'ary', 'zho', 'hun', 'rus', 'dan', 'jav', 'xho', 'plt', 'luo', 'gaz', 'fra', 'sna', 'hye', 'amh', 'kan', 'bul', 'ory', 'srp', 'bam', 'kor', 'lug', 'est', 'afr', 'pbt', 'fuv', 'apc', 'tir', 'arz', 'kir', 'ind', 'ibo', 'arb', 'asm', 'ron', 'tsn', 'zsm', 'tam', 'mri', 'snd', 'sot', 'slv', 'guj', 'lvs', 'por', 'hin', 'khm', 'cat', 'eus', 'npi', 'nso', 'kat', 'urd', 'ukr', 'pol', 'ceb', 'lit', 'mya', 'spa', 'lin', 'heb', 'ars', 'acm', 'pan', 'als', 'fin', 'deu', 'nya', 'swe', 'ces', 'som', 'jpn', 'ben', 'hrv', 'kac', 'yor', 'tha', 'ckb', 'war', 'lao', 'sun'}","['Web', 'News', 'Written']",CC-BY-SA-4.0,Belebele is a multiple-choice machine reading comprehension (MRC) dataset spanning 122 language variants (including 115 distinct languages and their scripts)
86,MLQARetrieval,Retrieval,"{'ara', 'deu', 'vie', 'hin', 'zho', 'eng', 'spa'}","['Encyclopaedic', 'Written']",cc-by-sa-3.0,"MLQA (MultiLingual Question Answering) is a benchmark dataset for evaluating cross-lingual question answering performance.
        MLQA consists of over 5K extractive QA instances (12K in English) in SQuAD format in seven languages - English, Arabic,
        German, Spanish, Hindi, Vietnamese and Simplified Chinese. MLQA is highly parallel, with QA instances parallel between
        4 different languages on average."
87,StatcanDialogueDatasetRetrieval,Retrieval,"{'fra', 'eng'}","['Government', 'Web', 'Written']",https://huggingface.co/datasets/McGill-NLP/statcan-dialogue-dataset-retrieval/blob/main/LICENSE.md,"A Dataset for Retrieving Data Tables through Conversations with Genuine Intents, available in English and French."
88,WikipediaRetrievalMultilingual,Retrieval,"{'srp', 'deu', 'nor', 'nld', 'por', 'swe', 'fas', 'ita', 'hin', 'ben', 'ces', 'dan', 'eng', 'bul', 'ron', 'fin'}","['Encyclopaedic', 'Written']",cc-by-sa-3.0,The dataset is derived from Cohere's wikipedia-2023-11 dataset and contains synthetically generated queries.
89,CovidRetrieval,Retrieval,{'cmn'},,,COVID-19 news articles
90,Core17InstructionRetrieval,InstructionRetrieval,{'eng'},"['News', 'Written']",MIT,Measuring retrieval instruction following ability on Core17 narratives.
91,News21InstructionRetrieval,InstructionRetrieval,{'eng'},"['News', 'Written']",MIT,Measuring retrieval instruction following ability on News21 narratives.
92,Robust04InstructionRetrieval,InstructionRetrieval,{'eng'},"['News', 'Written']",MIT,Measuring retrieval instruction following ability on Robust04 narratives.
93,KorHateSpeechMLClassification,MultilabelClassification,{'kor'},"['Social', 'Written']",cc-by-sa-4.0,"
        The Korean Multi-label Hate Speech Dataset, K-MHaS, consists of 109,692 utterances from Korean online news comments,
        labelled with 8 fine-grained hate speech classes (labels: Politics, Origin, Physical, Age, Gender, Religion, Race, Profanity)
        or Not Hate Speech class. Each utterance provides from a single to four labels that can handles Korean language patterns effectively.
        For more details, please refer to the paper about K-MHaS, published at COLING 2022.
        This dataset is based on the Korean online news comments available on Kaggle and Github.
        The unlabeled raw data was collected between January 2018 and June 2020.
        The language producers are users who left the comments on the Korean online news platform between 2018 and 2020. 
        "
94,MalteseNewsClassification,MultilabelClassification,{'mlt'},"['Constructed', 'Written']",cc-by-nc-sa-4.0,"A multi-label topic classification dataset for Maltese News
        Articles. The data was collected from the press_mt subset from Korpus
        Malti v4.0. Article contents were cleaned to filter out JavaScript, CSS,
        & repeated non-Maltese sub-headings. The labels are based on the category
        field from this corpus. 
        "
95,MultiEURLEXMultilabelClassification,MultilabelClassification,"{'est', 'ita', 'pol', 'hun', 'dan', 'lit', 'ell', 'slk', 'spa', 'mlt', 'fra', 'ron', 'fin', 'deu', 'nld', 'swe', 'lav', 'ces', 'slv', 'hrv', 'bul', 'por', 'eng'}","['Legal', 'Government', 'Written']",CC BY-SA 4.0,EU laws in 23 EU languages containing gold labels.
96,BrazilianToxicTweetsClassification,MultilabelClassification,{'por'},"['Constructed', 'Written']",CC BY-SA 4.0,"
        ToLD-Br is the biggest dataset for toxic tweets in Brazilian Portuguese, crowdsourced by 42 annotators selected from
        a pool of 129 volunteers. Annotators were selected aiming to create a plural group in terms of demographics (ethnicity,
        sexual orientation, age, gender). Each tweet was labeled by three annotators in 6 possible categories: LGBTQ+phobia,
        Xenophobia, Obscene, Insult, Misogyny and Racism.
        "
97,CEDRClassification,MultilabelClassification,{'rus'},"['Web', 'Social', 'Blog', 'Written']",apache-2.0,"Classification of sentences by emotions, labeled into 5 categories (joy, sadness, surprise, fear, and anger)."
98,CTKFactsNLI,PairClassification,{'ces'},"['News', 'Written']",CC-BY-SA-3.0,"Czech Natural Language Inference dataset of around 3K evidence-claim pairs labelled with SUPPORTS, REFUTES or NOT ENOUGH INFO veracity labels. Extracted from a round of fact-checking experiments."
99,SprintDuplicateQuestions,PairClassification,{'eng'},"['Programming', 'Written']",Not specified,Duplicate questions from the Sprint community.
100,TwitterURLCorpus,PairClassification,{'eng'},,,Paraphrase-Pairs of Tweets.
101,ArmenianParaphrasePC,PairClassification,{'hye'},"['News', 'Written']",Apache-2.0,asparius/Armenian-Paraphrase-PC
102,indonli,PairClassification,{'ind'},"['Encyclopaedic', 'Web', 'News', 'Written']",CC-BY-SA 4.0,IndoNLI is the first human-elicited Natural Language Inference (NLI) dataset for Indonesian. IndoNLI is annotated by both crowd workers and experts.
103,OpusparcusPC,PairClassification,"{'deu', 'swe', 'fra', 'rus', 'eng', 'fin'}","['Spoken', 'Spoken']",cc-by-nc-4.0,"Opusparcus is a paraphrase corpus for six European language: German, English, Finnish, French, Russian, and Swedish. The paraphrases consist of subtitles from movies and TV shows."
104,PawsXPairClassification,PairClassification,"{'deu', 'kor', 'cmn', 'fra', 'eng', 'jpn', 'spa'}","['Web', 'Encyclopaedic', 'Written']",Custom (commercial),{PAWS-X: A Cross-lingual Adversarial Dataset for Paraphrase Identification
105,RTE3,PairClassification,"{'fra', 'deu', 'eng', 'ita'}","['News', 'Web', 'Encyclopaedic', 'Written']",cc-by-4.0,Recognising Textual Entailment Challenge (RTE-3) aim to provide the NLP community with a benchmark to test progress in recognizing textual entailment
106,XNLI,PairClassification,"{'tha', 'ara', 'deu', 'vie', 'fra', 'hin', 'rus', 'zho', 'swa', 'eng', 'tur', 'ell', 'spa', 'bul'}","['Non-fiction', 'Fiction', 'Government', 'Written']",Not specified,
107,PpcPC,PairClassification,{'pol'},"['Fiction', 'Non-fiction', 'Web', 'Written', 'Spoken', 'Social', 'News']",GPL-3.0,Polish Paraphrase Corpus
108,TERRa,PairClassification,{'rus'},"['News', 'Web', 'Written']",mit,"Textual Entailment Recognition for Russian. This task requires to recognize, given two text fragments, whether the meaning of one text is entailed (can be inferred) from the other text."
109,WebLINXCandidatesReranking,Reranking,{'eng'},"['Academic', 'Web', 'Written']",CC BY-NC-SA 4.0,WebLINX is a large-scale benchmark of 100K interactions across 2300 expert demonstrations of conversational web navigation. The reranking task focuses on finding relevant elements at every given step in the trajectory.
110,AlloprofReranking,Reranking,{'fra'},"['Web', 'Academic', 'Written']",CC BY-NC-SA 4.0,"This dataset was provided by AlloProf, an organisation in Quebec, Canada offering resources and a help forum curated by a large number of teachers to students on all subjects taught from in primary and secondary school"
111,VoyageMMarcoReranking,Reranking,{'jpn'},"['Academic', 'Non-fiction', 'Written']",CC BY 4.0,a hard-negative augmented version of the Japanese MMARCO dataset as used in Voyage AI Evaluation Suite
112,WikipediaRerankingMultilingual,Reranking,"{'srp', 'deu', 'nor', 'nld', 'por', 'swe', 'fas', 'ita', 'hin', 'ben', 'ces', 'dan', 'eng', 'bul', 'ron', 'fin'}","['Encyclopaedic', 'Written']",cc-by-sa-3.0,The dataset is derived from Cohere's wikipedia-2023-11 dataset and contains synthetically generated queries.
113,RuBQReranking,Reranking,{'rus'},"['Encyclopaedic', 'Written']",cc-by-sa-4.0,Paragraph reranking based on RuBQ 2.0. Give paragraphs that answer the question higher scores.
114,T2Reranking,Reranking,{'cmn'},,,T2Ranking: A large-scale Chinese Benchmark for Passage Ranking
115,GermanSTSBenchmark,STS,{'deu'},,,Semantic Textual Similarity Benchmark (STSbenchmark) dataset translated into German. Translations were originally done by T-Systems on site services GmbH.
116,SICK-R,STS,{'eng'},,,Semantic Textual Similarity SICK-R dataset as described here:
117,STS12,STS,{'eng'},"['Encyclopaedic', 'News', 'Written']",Not specified,SemEval-2012 Task 6.
118,STS13,STS,{'eng'},"['Web', 'News', 'Non-fiction', 'Written']",Not specified,SemEval STS 2013 dataset.
119,STS14,STS,{'eng'},"['Blog', 'Web', 'Spoken']",Not specified,SemEval STS 2014 dataset. Currently only the English dataset
120,STS15,STS,{'eng'},"['Blog', 'News', 'Web', 'Written', 'Spoken']",Not specified,SemEval STS 2015 dataset
121,STSBenchmark,STS,{'eng'},,,Semantic Textual Similarity Benchmark (STSbenchmark) dataset.
122,FaroeseSTS,STS,{'fao'},"['News', 'Web', 'Written']",cc-by-4.0,Semantic Text Similarity (STS) corpus for Faroese.
123,FinParaSTS,STS,{'fin'},"['News', 'Subtitles', 'Written']",cc-by-sa-4.0,Finnish paraphrase-based semantic similarity corpus
124,JSICK,STS,{'jpn'},"['Web', 'Written']",cc-by-4.0,"JSICK is the Japanese NLI and STS dataset by manually translating the English dataset SICK (Marelli et al., 2014) into Japanese."
125,IndicCrosslingualSTS,STS,"{'ory', 'tam', 'mal', 'guj', 'hin', 'tel', 'mar', 'kan', 'eng', 'pan', 'ben', 'asm', 'urd'}","['News', 'Non-fiction', 'Web', 'Spoken', 'Government', 'Written', 'Spoken']",CC0,This is a Semantic Textual Similarity testset between English and 12 high-resource Indic languages.
126,SemRel24STS,STS,"{'kin', 'afr', 'ary', 'arq', 'hau', 'hin', 'ind', 'tel', 'amh', 'mar', 'eng', 'arb'}","['Spoken', 'Written']",Not specified,"SemRel2024 is a collection of Semantic Textual Relatedness (STR) datasets for 14 languages, including African and Asian languages. The datasets are composed of sentence pairs, each assigned a relatedness score between 0 (completely) unrelated and 1 (maximally related) with a large range of expected relatedness values."
127,STS17,STS,"{'ara', 'deu', 'kor', 'nld', 'ita', 'fra', 'eng', 'tur', 'spa'}","['News', 'Web', 'Written']",Not specified,Semeval-2017 task 1: Semantic textual similarity-multilingual and cross-lingual focused evaluation
128,STS22.v2,STS,"{'ara', 'deu', 'cmn', 'ita', 'pol', 'fra', 'rus', 'eng', 'tur', 'spa'}","['News', 'Written']",Not specified,SemEval 2022 Task 8: Multilingual News Article Similarity. Version 2 filters updated on STS22 by removing pairs where one of entries contain empty sentences.
129,STSES,STS,{'spa'},['Written'],cc-by-4.0,"Spanish test sets from SemEval-2014 (Agirre et al., 2014) and SemEval-2015 (Agirre et al., 2015)"
130,STSB,STS,{'cmn'},,,A Chinese dataset for textual relatedness
